case,stage,frame,applied,reason,v21_reason,estimated_step,allowed_step,step_ratio,static_inliers,static_grid_coverage,dynamic_feature_grid_coverage,v21_chi2_increase_abs,v21_chi2_inflation_ratio,v21_inlier_ratio_delta,v22_dynamic_occlusion_residual_hazard,v23_current_segment_evidence,v23_segment_active,v23_recent_evidence_hits,v23_active_until_frame
wxyz_D_v23_default,track_local_map_post_pose,266,1,,accepted_residual_verified,0.020182,0.018000,1.389139,251,0.047526,0.000000,0.063355,1.027216,-0.019920,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,267,1,,accepted_residual_verified,0.019656,0.018000,1.352979,243,0.046875,0.000000,0.028547,1.012058,-0.008230,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,270,1,,accepted_residual_verified,0.019113,0.018000,1.348917,229,0.045573,0.000000,0.015263,1.008451,-0.008734,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,284,1,,accepted_residual_verified,0.020049,0.018000,1.368333,229,0.047852,0.000000,0.030104,1.017698,-0.008734,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,298,1,,accepted_v23_pose_chain_context,0.031735,0.018000,2.383947,218,0.044922,0.000000,1.257197,1.715058,-0.133028,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,308,1,,accepted_residual_verified,0.018179,0.018000,1.634988,243,0.045898,0.000000,0.000216,1.000159,0.000000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,389,1,,accepted_v23_pose_chain_context,0.025021,0.018000,2.064166,239,0.048503,0.000326,0.637403,1.367719,-0.066946,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,390,1,,accepted_residual_verified,0.021375,0.018000,1.811786,216,0.044271,0.000651,0.122899,1.066268,-0.018519,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,400,1,,accepted_residual_verified,0.018522,0.018000,1.432152,230,0.046549,0.007812,0.011745,1.005925,-0.004367,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,407,1,,accepted_v23_pose_chain_context,0.023369,0.018000,1.852938,188,0.036133,0.016602,0.398836,1.154958,-0.053476,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,408,1,,accepted_v23_pose_chain_context,0.032961,0.018000,2.613494,89,0.021484,0.026693,4.236246,2.434716,-0.393258,0,1,0,1,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,409,1,,accepted_v23_pose_chain_context,0.048560,0.018000,3.850354,129,0.027344,0.022461,9.396834,4.113793,-0.495935,0,0,0,1,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,410,1,,accepted_v23_pose_chain_context,0.033483,0.018000,2.594257,187,0.039062,0.018229,4.265481,2.603948,-0.358289,0,0,0,1,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,411,1,,accepted_v23_pose_chain_context,0.027444,0.018000,2.098538,189,0.039714,0.014974,1.584334,1.598828,-0.168478,0,0,0,1,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,412,1,,accepted_v23_pose_chain_context,0.025051,0.018000,1.912250,150,0.027995,0.013346,0.650389,1.225040,-0.125874,0,0,0,1,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,413,1,,accepted_v23_pose_chain_context,0.033812,0.018000,2.543128,127,0.025716,0.011393,5.145132,2.927790,-0.384000,0,0,0,1,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,418,1,,accepted_v23_pose_chain_context,0.021717,0.018000,1.592142,204,0.037760,0.003581,0.327446,1.137030,-0.060000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,420,1,,accepted_residual_verified,0.018460,0.018000,1.300732,195,0.041667,0.003255,0.004704,1.002193,-0.010256,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,421,1,,accepted_v23_pose_chain_context,0.025623,0.018000,1.805415,161,0.031576,0.003906,1.243017,1.490564,-0.155280,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,423,1,,accepted_residual_verified,0.020290,0.018000,1.413289,195,0.038411,0.014323,0.097882,1.044255,-0.025907,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,426,1,,accepted_residual_verified,0.018502,0.018000,1.199564,240,0.043945,0.014648,0.007294,1.003300,-0.004219,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,428,1,,accepted_residual_verified,0.020802,0.018000,1.254331,223,0.039714,0.013021,0.165658,1.063931,-0.031390,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,441,1,,accepted_residual_verified,0.018076,0.018000,1.089937,183,0.033854,0.010742,-0.000303,0.999892,0.000000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,442,1,,accepted_v23_pose_chain_context,0.030906,0.018000,1.863564,255,0.047526,0.007487,3.093936,2.217476,-0.265873,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,443,1,,accepted_v23_pose_chain_context,0.037013,0.018000,2.231838,258,0.047852,0.012044,6.071614,3.759419,-0.415686,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,445,1,,accepted_residual_verified,0.022752,0.018000,1.319029,255,0.046875,0.013997,0.426336,1.207293,-0.043307,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,446,1,,accepted_v23_pose_chain_context,0.029931,0.018000,1.681044,177,0.035156,0.003906,2.409775,2.021048,-0.188571,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,447,1,,accepted_v23_pose_chain_context,0.026423,0.018000,1.484029,163,0.033203,0.005208,0.964913,1.341832,-0.141975,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,448,1,,accepted_v23_pose_chain_context,0.030459,0.018000,1.692149,174,0.035482,0.004883,4.058279,2.354454,-0.377907,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,449,1,,accepted_v23_pose_chain_context,0.036913,0.018000,2.050722,238,0.043294,0.004883,6.562439,3.448642,-0.394850,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,450,1,,accepted_v23_pose_chain_context,0.029852,0.018000,1.658463,255,0.045898,0.008789,3.736847,2.702136,-0.309237,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,451,1,,accepted_v23_pose_chain_context,0.037775,0.018000,2.098630,238,0.044596,0.006185,7.436196,4.420729,-0.438298,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,452,1,,accepted_v23_pose_chain_context,0.033517,0.018000,1.862072,238,0.046549,0.008464,3.992958,2.946341,-0.289362,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,453,1,,accepted_v23_pose_chain_context,0.033806,0.018000,1.878109,248,0.046224,0.008464,3.910015,2.969527,-0.269388,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,454,1,,accepted_v23_pose_chain_context,0.031789,0.018000,1.766048,227,0.043945,0.008138,2.836989,2.430564,-0.200893,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,456,1,,accepted_residual_verified,0.020611,0.018000,1.145058,240,0.048177,0.007812,0.095743,1.051514,-0.016736,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,457,1,,accepted_v23_pose_chain_context,0.031390,0.018000,1.743874,207,0.041341,0.006510,2.800247,2.099675,-0.259804,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,458,1,,accepted_residual_verified,0.019134,0.018000,1.063010,215,0.042643,0.005534,0.018881,1.010316,0.000000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,564,1,,accepted_residual_verified,0.020422,0.018000,1.442920,299,0.049479,0.004883,0.138275,1.078546,-0.013889,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,595,1,,accepted_v23_pose_chain_context,0.020420,0.016714,2.199053,256,0.042969,0.008464,0.512420,1.220215,-0.065041,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,636,1,,accepted_v23_pose_chain_context,0.022755,0.017485,2.342519,288,0.048503,0.013346,0.809369,1.534886,-0.065934,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,695,1,,accepted_residual_verified,0.022286,0.016361,2.451832,240,0.046875,0.020833,0.289907,1.225006,-0.029289,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,753,1,,accepted_residual_verified,0.019571,0.018000,1.824994,244,0.045247,0.044596,0.012870,1.009790,-0.004762,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,763,1,,accepted_residual_verified,0.019388,0.018000,1.664864,224,0.046224,0.015625,0.008075,1.005277,0.000000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,769,1,,accepted_residual_verified,0.018411,0.018000,1.462717,257,0.047852,0.044596,-0.001837,0.998792,0.000000,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,36,1,,accepted_residual_verified,0.011791,0.007434,2.855019,159,0.026367,0.061849,0.265624,1.212434,-0.007143,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,38,1,,accepted_v23_pose_chain_context,0.017821,0.007434,4.315204,153,0.025391,0.047526,1.876645,2.285715,-0.095588,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,42,1,,accepted_residual_verified,0.009039,0.007643,2.128725,211,0.033529,0.062826,0.049456,1.034267,-0.011364,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,48,1,,accepted_residual_verified,0.010810,0.008130,2.393474,165,0.026042,0.061523,0.168808,1.114759,-0.007576,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,86,1,,accepted_v23_pose_chain_context,0.015696,0.008777,3.218964,170,0.026042,0.031901,0.791436,1.567475,-0.055556,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,89,1,,accepted_residual_verified,0.010536,0.008777,2.160822,207,0.033203,0.033203,0.142423,1.096286,-0.014851,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,90,1,,accepted_residual_verified,0.010115,0.008867,2.053402,198,0.032552,0.033529,0.032232,1.023420,-0.010526,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,92,1,,accepted_residual_verified,0.009633,0.009008,1.924815,188,0.027344,0.030599,0.006618,1.004510,0.000000,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,96,1,,accepted_residual_verified,0.010874,0.010354,1.890482,217,0.031901,0.035156,0.007904,1.006003,0.000000,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,100,1,,accepted_residual_verified,0.009994,0.009924,1.812672,154,0.024089,0.065755,0.001007,1.000638,0.000000,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,117,1,,accepted_v23_pose_chain_context,0.019363,0.012966,2.687999,214,0.036458,0.031250,1.846813,1.948774,-0.172897,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,118,1,,accepted_v23_pose_chain_context,0.019421,0.013669,2.557483,247,0.041992,0.034831,1.615651,1.723420,-0.158537,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,119,1,,accepted_v23_pose_chain_context,0.022525,0.014229,2.849434,197,0.036458,0.029948,2.715003,2.121982,-0.247423,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,121,1,,accepted_v23_pose_chain_context,0.024338,0.013669,3.205024,276,0.046875,0.030599,4.088107,2.996600,-0.251825,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,122,1,,accepted_v23_pose_chain_context,0.023999,0.014229,3.035915,227,0.040690,0.023763,2.879557,2.277350,-0.212389,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,127,1,,accepted_v23_pose_chain_context,0.059663,0.014419,7.448135,254,0.045898,0.026693,44.983690,29.183969,-0.928571,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,128,1,,accepted_v23_pose_chain_context,0.057864,0.015643,6.658286,228,0.044922,0.025716,65.116309,26.698777,-0.903084,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,129,1,,accepted_v23_pose_chain_context,0.054772,0.016709,5.900369,239,0.045573,0.028320,35.608457,20.636425,-0.852321,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,130,1,,accepted_v23_pose_chain_context,0.038443,0.017450,3.965516,224,0.044922,0.026693,13.121522,5.671041,-0.526786,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,136,1,,accepted_v23_pose_chain_context,0.025335,0.018000,1.970112,275,0.046224,0.029297,0.890283,1.619772,-0.065455,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,143,1,,accepted_v23_pose_chain_context,0.031232,0.018000,2.230767,253,0.046875,0.049479,3.766896,3.654836,-0.253012,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,144,1,,accepted_v23_pose_chain_context,0.026947,0.018000,1.924724,217,0.037109,0.062500,1.263358,1.682068,-0.090047,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,145,1,,accepted_v23_pose_chain_context,0.025641,0.018000,1.816260,186,0.034505,0.062826,0.796967,1.427182,-0.073034,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,172,1,,accepted_v23_pose_chain_context,0.022631,0.014031,2.903286,233,0.048828,0.000000,3.412341,2.861039,-0.188841,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,173,1,,accepted_v23_pose_chain_context,0.035369,0.014031,4.537473,200,0.039388,0.000000,17.584380,11.583179,-0.690000,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,175,1,,accepted_v23_pose_chain_context,0.023550,0.013912,3.047038,213,0.046875,0.000000,3.573815,2.896683,-0.248826,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,179,1,,accepted_v23_pose_chain_context,0.038646,0.015846,4.389985,217,0.041992,0.000000,18.663714,8.307970,-0.737327,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,180,1,,accepted_v23_pose_chain_context,0.026823,0.018000,2.666245,174,0.035482,0.055990,1.328632,1.577210,-0.147239,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,181,1,,accepted_v23_pose_chain_context,0.047270,0.018000,4.561847,164,0.032878,0.062826,17.675774,7.444068,-0.705128,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,182,1,,accepted_v23_pose_chain_context,0.091727,0.018000,7.592174,274,0.049805,0.050456,137.947910,73.124229,-1.000000,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,417,1,,accepted_residual_verified,0.007983,0.007722,1.860673,230,0.047201,0.063802,0.002649,1.003151,0.000000,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,420,1,,accepted_v23_pose_chain_context,0.026139,0.007349,6.402414,219,0.044596,0.055664,14.343716,10.152615,-0.572093,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,421,1,,accepted_v23_pose_chain_context,0.016335,0.007349,4.001091,206,0.040690,0.060221,2.491158,3.519778,-0.159204,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,422,1,,accepted_residual_verified,0.012444,0.007722,2.900613,188,0.038086,0.063477,0.598167,1.584418,-0.043716,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,425,1,,accepted_residual_verified,0.012315,0.009268,2.391828,186,0.037435,0.055990,0.239565,1.242150,-0.011429,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,428,1,,accepted_v23_pose_chain_context,0.023601,0.009589,4.430462,172,0.033854,0.069987,4.051805,3.898104,-0.271605,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,430,1,,accepted_v23_pose_chain_context,0.024358,0.009933,4.414065,151,0.029948,0.075195,6.560005,6.451900,-0.393103,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,431,1,,accepted_v23_pose_chain_context,0.023308,0.010028,4.183776,145,0.031576,0.054362,4.987081,5.452635,-0.361702,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,454,1,,accepted_residual_verified,0.007031,0.004586,2.759851,180,0.037109,0.061849,0.019164,1.023315,-0.005714,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,461,1,,accepted_residual_verified,0.003148,0.002900,1.953502,209,0.041667,0.040690,0.000388,1.000410,0.000000,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,558,1,,accepted_residual_verified,0.006163,0.006095,1.820037,257,0.049805,0.024740,-0.000252,0.999713,0.000000,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,573,1,,accepted_residual_verified,0.009757,0.007526,2.333787,230,0.043945,0.039388,0.142573,1.164524,-0.004444,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,574,1,,accepted_residual_verified,0.008682,0.007669,2.037672,219,0.045573,0.041667,0.014102,1.017827,0.000000,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,608,1,,accepted_residual_verified,0.010657,0.009396,2.041583,225,0.045247,0.035807,0.011759,1.008770,-0.009091,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,610,1,,accepted_residual_verified,0.013126,0.009396,2.514478,228,0.043945,0.044271,0.192387,1.229198,-0.017937,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,618,1,,accepted_residual_verified,0.016935,0.009358,3.257552,253,0.048177,0.036784,0.662337,1.925419,-0.008163,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,620,1,,accepted_residual_verified,0.016755,0.009358,3.222901,258,0.047852,0.034831,0.843017,2.244721,-0.016000,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,623,1,,accepted_v23_pose_chain_context,0.020379,0.009489,3.865691,244,0.047201,0.036133,1.800517,3.609403,-0.059072,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,625,1,,accepted_residual_verified,0.015677,0.009489,2.973904,252,0.049479,0.037109,0.491968,1.630774,-0.012245,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,628,1,,accepted_v23_pose_chain_context,0.021251,0.012093,3.163265,237,0.045898,0.035482,1.588206,2.608750,-0.074561,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,633,1,,accepted_v23_pose_chain_context,0.024736,0.015662,2.842883,244,0.047526,0.037109,2.216371,3.253281,-0.053719,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,635,1,,accepted_residual_verified,0.017643,0.016769,1.893788,241,0.049479,0.030599,0.017573,1.022554,0.000000,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,637,1,,accepted_residual_verified,0.017758,0.016879,1.893735,244,0.048177,0.034831,0.026815,1.033791,0.000000,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,638,1,,accepted_residual_verified,0.019741,0.016913,2.100936,239,0.049805,0.031901,0.117189,1.144740,-0.008439,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,645,1,,accepted_residual_verified,0.020799,0.017355,2.157162,241,0.049479,0.033529,0.185630,1.196488,-0.008475,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,680,1,,accepted_residual_verified,0.015211,0.011126,2.461031,259,0.048177,0.032552,0.232055,1.245670,-0.015873,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,692,1,,accepted_v23_pose_chain_context,0.021196,0.005963,6.397855,227,0.044271,0.035807,5.269880,5.569347,-0.304545,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,693,1,,accepted_residual_verified,0.012109,0.006688,3.259054,228,0.048503,0.037109,0.486663,1.432722,-0.013453,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,695,1,,accepted_v23_pose_chain_context,0.017667,0.006003,5.297623,225,0.043945,0.036784,2.740600,3.120707,-0.177273,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,696,1,,accepted_residual_verified,0.011746,0.006003,3.521999,222,0.044596,0.038411,0.594422,1.495243,-0.027778,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,697,1,,accepted_residual_verified,0.008320,0.006003,2.494732,238,0.048503,0.038737,0.185206,1.169693,-0.008658,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,702,1,,accepted_residual_verified,0.006421,0.005696,2.028945,246,0.047852,0.037435,-0.008699,0.991363,-0.004184,0,0,0,0,-1000000000
wstatic_v23_default,track_local_map_post_pose,704,1,,accepted_v23_pose_chain_context,0.014985,0.005848,4.612546,258,0.049154,0.034180,2.578878,3.390282,-0.052419,0,0,0,0,-1000000000
